Tax ID	Species	Temp	C14:0	I-C15:1ω8	A-C15:1ω8	I-C15:0	A-C15:0	C15:0	I-C16:1ω9c	I-C16:1ω7c	I-C16:0	C16:1ω9c	C16:1ω7c	C16:0	I-C17:1ω8c	A-C17:1ω8c	I-C17:0	A-C17:0	C17:0	I-C18:1ω7c	I-C18:0	C18:1	C18:0	I-C19:1ω8c	A-C19:1ω8c	I-C19:0
876	Desulfovibrio desulfuricans	30	0.2	1.3	0.3	15	7.2	0.2	0.1	0.7	1.5	<0.1	3.9	13	25.8	6.7	11.5	6.1	0.7	0.1	0.1	1.8	3.7	0.1	0.1	<0.1
