Ref Loc	Species	Strain	C14:0	C16:0	C18:0	C16:1ω9c	C18:1ω9c	C18:1ω11c	3OH-C14:0	3OH-C16:0
Page 111	Syntrophus aciditrophicus	SB	1.2	27	1.8	19.2	0.5	42.9	3.8	3.5
