Tax ID	Species	Strain	C14:0	C15:0	C16:0	C17:0	C18:0	C15:1ω6c	C16:1ω5c	C16:1ω7c	C18:1ω9c	3OH-C15:0	3OH-C16:0	Cyc-C17:0	C14:0-DMA	C16:0-DMA	C17:0-DMA	C16:1ω7c-DMA	C16:0-ALDE
423541	Desulfotignum toluenicum	H3; DSM 18732; ATCC BAA-1460	8.5	6.3	20.3	6.2	4.6	2.2	1	14	1.7	1.4	2.1	13.4	2.7	4	0.7	0.6	1.2
