Ref Loc	Species	Strain	Temp	C12:0	Br-C13:0	C14:0	I-C15:0	A-C15:0	I-C16:0	C16:0	C16:1ω7	3OH-C17:0	C18:1ω7
Table 1	Salinibacter ruber	M31; DSM 13855	37	0.3	0.7	0.6	23.2	2.8	1.7	5.5	34.1	1.1	30.8
