Tax ID	Species	Strain	Temp	C12:0	C13:0	C14:0	C15:0	C16:0	C16:1ω7c	C16:1ω9c	C15:0-DMA	C16:0-DMA	C17:0-DMA	C16:1ω9c-DMA	C16:0-ALDE	C18:0	Cyc-C17:0	C18:1ω9c
361365	Tindallia texcoconensis	IMP300; DSM 18041; JCM 13990	35	0.75	1.07	6.47	2.98	12.09	10.23	2.74	2.11	22.93	1.77	1.44	4.92	1.03	12.68	1.95
