Ref Loc	Species	Strain	Temp	C14:0	C16:0	C16:0-DMA	C18:1	Other|MIDI|C18:1ω11c&C18:1ω9t&C18:1ω6t	C16:0-ALDE	C16:1-ALDE	C18:0-ALDE	C20:1-ALDE
Page 817	Spirochaeta americana	ASpG1	37	11.94	14.42	12.55	9.75	31.58	4.69	5.79	5.21	2.63
