Ref Loc	Species	Strain	Temp	Medium	C16:0	C18:0	C16:1ω7c	C16:1ω9c	C16:0-DMA
Page 331	Tindallia californiensis	APO; ATCC BAA-393; DSM 14871	37	Strain APO	13.5	10.05	4.47	35.44	13.5
