Tax ID	Species	Strain	Temp	Notes	Medium	C12:0	C16:0	C18:1	C18:0	C20:1	C20:0
171121	Sulfurihydrogenibium subterraneum	HGMK1	65	Late Exponential	mjANHOX medium	3.1	1.9	13.6	25.4	53.7	2.3
