Tax ID	Species	Strain	C16:0	C18:0	C16:1ω7c	C18:1ω9c	C16:3ω3	C18:2ω6,9c	C18:3ω9,12,15c
3702	Arabidopsis thaliana	ecotype Columbia 4	17.5	0.9	4.8	2.9	12.3	13.7	48
