Tax ID	Species	Strain	Temp	Phase	C10:0	C10:1	C12:0	C12:1	C14:0	C14:1	C16:0	C16:1	Cyc-C17:0	C18:0	C18:1	Cyc-C19:0	C20:0	C20:1	C22:0	C22:1	C24:0	C24:1	C26:0	C26:1	Other
29398	Lactobacillus heterohiochii	S56	25	Early Stationary	<0.1	0.5	0.3	0.2	0.5	0.4	11.1	1.2	<0.1	6.1	25.8	31.5	3.5	2.6	6.8	4.4	2.2	2.3	0.3	<0.1	0.3
