Tax ID	Species	N	C16:1ω5c	I-C15:0	A-C15:0	I-C16:0	I-C15:1	I-C16:1	I-C17:1ω9c	3OH-C16:0	3OH-I-C15:0	3OH-I-C16:0	3OH-I-C17:0	Other|MIDI3|C16:1ω6c&2OH-I-C15:0
238540	Algoriphagus antarcticus	3	4.9	23.1	3.4	1.9	9.3	2.9	3.4	1.8	4.1	2.5	12.5	24.3
