Ref Loc	Species	Strain	Temp	I-C14:0	I-C15:0	A-C15:0	I-C16:0	A-C17:0
Page 2063	Salinibacterium amurskyense	KMM 3673	25	14.7	6.6	40.4	34.7	2.8
