Tax ID	Species	Temp	C12:0	I-C13:0	C13:0	I-C14:0	C14:1ω7c	C14:0	I-C15:0	C15:0	C15:1ω8c	C15:1ω6c	I-C16:0	C16:1ω7c	C16:1ω7t	C16:0	I-C17:0	C17:1ω8c	C17:1ω6c	C17:0	C18:1ω9c	C18:1ω7c	C18:1ω7t	C18:0	Other
38313	Shewanella alga	10	0.1	0.5	0.1	0.8	<0.1	0.7	17.8	4	<0.1	<0.1	1.1	16.3	0.2	13.3	0.5	14.7	1.4	4.6	6	7.2	0.2	2.7	2.7
