Tax ID	Species	Strain	Temp	Notes	C12:0	C13:0	C14:0	C15:0	C16:0	C17:0	C18:0	C14:1ω5c	C14:1ω7c	C15:1ω6c	C15:1ω8c	C16:1ω7c	C16:1ω7t	C17:1ω6c	C17:1ω8c	C18:1ω7c	C18:1ω9c	C18:4ω3	C20:4ω3	C20:5ω3	I-C13:0	I-C14:0	I-C15:0	I-C17:0	Unknown
56813	Shewanella gelidimarina	ACAM 456	2	ZB media, mid-exponential phase	0.7	1.3	4.4	6.7	6.4	0.5	0.1	0.1	0.8	1.7	1.7	27.4	0.1	0.8	4.2	1	0.3	0.3	0.3	6	15.8	0.6	8.3	0.1	0.2
