Tax ID	Species	N	I-C14:0	C15:0	3OH-C15:0	A-C15:0	I-C15:0	3OH-I-C15:0	A-C15:1	I-C15:1	C15:1ω6c	I-C16:0	3OH-I-C16:0	I-C16:1	3OH-I-C17:0	C17:1ω6c	I-C17:1ω9c	C18:1ω5c	Other|MIDI3|C16:1ω6c&2OH-I-C15:0
206041	Flavobacterium gelidilacus	22	4	10	1	8	12	6	1	10	6	8	10	4	6	3	2	1	2
