Tax ID	Species	N	Temp	Medium	C14:0	C15:0	C16:0	C17:0	C18:0	C12:1	C13:1	C15:1ω8c	I-C14:0	A-C15:0	I-C16:0	I-C16:1	A-C17:0	3OH-I-C14:0	3OH-C18:0	Br-C17:1	Unknown
547188	Phycisphaera mikurensis	3	25	Marine agar	<1	2.3	35.4	2.7	1.8	5.4	<1	<1	<1	<1	14.8	26.1	2.9	2.8	<1	1.3	1.5
