Ref Loc	Species	Strain	C14:0	C14:1	C15:0	C15:1	C16:0	C16:1	C17:0	C17:1	C18:0	C18:1
Table 4	Deinococcus radiodurans	R1 Anderson	<0.5	<0.5	1.7	4.4	7.6	52.9	6	21.5	1.1	4.8
