Tax ID	Species	Temp	C12:0	C14:0	C16:1ω7	C16:0	C18:1ω9	C18:1ω7	C18:0	C20:0	C22:0	C23:0	C24:1	C24:0	C26:0	C16:0-DCA	C18:0-DCA	Br-C19:0-DCA	C20:0-DCA	C22:0-DCA
2261	Pyrococcus furiosus	95	0.6	1.6	10.8	16	8.9	9.7	11	1.4	7.5	3.9	1.6	3.9	0.4	5.1	1.8	8.3	2.8	4.7
