Tax ID	Species	Strain	C18:1ω9c	C16:1ω7c	C18:0	C16:0	C14:0	10Me-C16:0	3OH-C18:1	10Oxo-C18:0	10Oxo-C19:0
	Pelolinea submarina	MO-CFX1	52.2	15.6	11.3	8	2.7	2.2	1.9	1.5	1.3
