Ref Loc	Species	Strain	Temp	I-C15:0	I-C17:0	C16:0	C18:1ω7c	3OH-I-C14:0	A-C15:0	A-C17:0
Page 1545	Thermoanaeobobacter yonseiensis	KB1	75	42	11	7	6	6	5	5
