Tax ID	Species	Temp	Notes	C14:0	C15:0	C16:0	C17:0	C18:0	C19:0	C18:1ω7c	C18:1ω9c	I-C15:0	A-C15:0	I-C16:0	I-C17:0	A-C17:0	I-C18:0	I-C19:0	I-C15:1ω7	A-C15:1ω7	I-C16:1ω7	I-C17:1ω7	A-C17:1ω7	I-C18:1ω7	I-C19:1ω7	A-C19:1ω7
876	Desulfovibrio desulfuricans	25	Isolated from Loch Eil sediment	1.92	0.02	4.47	0.31	2.85	0.1	2.38	0.32	15.97	1.51	0.11	12.33	4.06	0.17	0.52	2.53	0.18	0.4	43.08	4.72	0.19	1.09	0.15
