Tax ID	Species	C14:0	C16:0	C16:1ω7c	9,10Cyc-C17:0	C18:1ω7c	C18:1ω9c	11,12Cyc-C19:0
562	Escherichia coli	5.7	39.8	6.7	21.8	13	5.6	7.4
