Ref Loc	Species	Temp	C10:0	C12:0	C13:0	C14:1ω7	C14:1ω5	C14:0	C15:1ω6	C15:1ω5	C15:0	C16:1ω7	C16:1ω6	C16:1ω5	C16:0	C17:1ω8	C17:1ω6	C17:0	3OH-C16:0	C18:2ω6,9	C18:1ω9	C18:1ω7	C18:1ω5	C18:0	10Me-C18:0	C19:1ω10	3OH-C18:0	C20:1ω11	C20:1ω9	C20:1ω7	C20:0	C21:0	C22:1ω13	C22:1ω9	C22:0	C23:0	C24:0	13,14Me-C28:0-DCA	15,16Me-C30:0-DCA
Table 1	Thermotoga maritima	80	1	4	2	0.1	0.4	16	0.4	0.1	6.8	2.7	0.4	0.1	20	3.9	0.1	4.7	7	0.6	8	2.7	0.1	8.4	1.2	1.2	0.1	1.2	0.2	0.2	1.2	0.2	0.1	0.4	0.6	0.2	0.2	0.6	2.9
