Tax ID	Species	Strain	Temp	C14:0	C16:0	C18:0	C16:1ω7c	C18:1ω7c	I-C15:0	A-C15:0	I-C17:0	A-C17:0	I-C19:0	I-C15:1	I-C17:1	I-C19:1	C16:0-DMA	C18:0-DMA	I-C15:0-DMA	I-C16:0-DMA	I-C17:0-DMA	A-C17:0-DMA	I-C19:0-DMA
375929	Natranaerobius thermophilus	JW/NM-WN-LF; DSM 18059; ATCC BAA-1301	53	0.5	4.9	1	1	0.6	23	3.7	6.1	1.2	0.8	0.7	1.2	0.5	16.4	2.5	2.9	1.8	27.4	2.1	1.7
